Uniprot_ID	prediction	Category
P0C221	0.31	Swiss-Prot
P14151	0.31	Swiss-Prot
P35590	0.31	Swiss-Prot
Q9NR46	0.31	Swiss-Prot
P50226	0.31	Swiss-Prot
P35573	0.31	Swiss-Prot
Q5SQH8	0.31	Swiss-Prot
Q0VDD8	0.31	Swiss-Prot
Q07326	0.31	Swiss-Prot
B7ZAQ6	0.31	Swiss-Prot
Q8NGG4	0.3	Swiss-Prot
Q9H857	0.3	Swiss-Prot
Q9HB75	0.3	Swiss-Prot
Q8NEA4	0.3	Swiss-Prot
Q96NB1	0.3	Swiss-Prot
A6NK58	0.3	Swiss-Prot
Q7Z6V5	0.3	Swiss-Prot
Q9Y2E5	0.3	Swiss-Prot
Q8IV35	0.3	Swiss-Prot
Q6MZM0	0.3	Swiss-Prot
Q6UX71	0.3	Swiss-Prot
Q9Y2D0	0.3	Swiss-Prot
P10909	0.3	Swiss-Prot
Q9UM21	0.3	Swiss-Prot
O60494	0.3	Swiss-Prot
Q9Y577	0.3	Swiss-Prot
Q8IVV8	0.3	Swiss-Prot
Q8NGK4	0.3	Swiss-Prot
Q5SVZ6	0.3	Swiss-Prot
Q8N2R0	0.3	Swiss-Prot
A2RTY3	0.3	Swiss-Prot
Q9Y6I4	0.3	Swiss-Prot
Q9Y263	0.3	Swiss-Prot
P22466	0.3	Swiss-Prot
Q9ULD0	0.3	Swiss-Prot
Q14142	0.3	Swiss-Prot
P46926	0.3	Swiss-Prot
Q6NVV7	0.3	Swiss-Prot
P11464	0.3	Swiss-Prot
P17021	0.3	Swiss-Prot
Q7Z3F1	0.3	Swiss-Prot
Q96BQ5	0.3	Swiss-Prot
Q9BYT5	0.3	Swiss-Prot
Q05655	0.3	Swiss-Prot
Q9P2J3	0.3	Swiss-Prot
Q07960	0.3	Swiss-Prot
Q86VW0	0.3	Swiss-Prot
Q86UW8	0.3	Swiss-Prot
Q8TAF8	0.3	Swiss-Prot
Q96FN4	0.3	Swiss-Prot
P0C0L4	0.3	Swiss-Prot
P04114	0.3	Swiss-Prot
P07949	0.3	Swiss-Prot
Q8IY21	0.3	Swiss-Prot
P33947	0.3	Swiss-Prot
O14793	0.3	Swiss-Prot
P14735	0.3	Swiss-Prot
Q9BZH6	0.3	Swiss-Prot
Q00688	0.3	Swiss-Prot
Q9NVV4	0.3	Swiss-Prot
Q9UFH2	0.3	Swiss-Prot
Q9HCK5	0.3	Swiss-Prot
Q9BYF1	0.3	Swiss-Prot
Q96P20	0.3	Swiss-Prot
Q6NVV0	0.3	Swiss-Prot
Q9NPB8	0.3	Swiss-Prot
Q5VWC8	0.3	Swiss-Prot
Q32M92	0.3	Swiss-Prot
Q3LI76	0.3	Swiss-Prot
Q6ZUG5	0.3	Swiss-Prot
Q9NQ35	0.3	Swiss-Prot
P15086	0.3	Swiss-Prot
P42892	0.3	Swiss-Prot
Q9NPF8	0.3	Swiss-Prot
P03897	0.3	Swiss-Prot
P25788	0.3	Swiss-Prot
Q9H0W7	0.3	Swiss-Prot
A6PVL3	0.3	Swiss-Prot
P83852	0.3	PDB*
O75443	0.3	Swiss-Prot
Q13907	0.3	Swiss-Prot
Q5H9U9	0.3	Swiss-Prot
P04075	0.3	Swiss-Prot
O95163	0.3	Swiss-Prot
Q5T7P6	0.3	Swiss-Prot
Q9BVK8	0.3	Swiss-Prot
Q15269	0.3	Swiss-Prot
Q99873	0.3	Swiss-Prot
P22897	0.3	Swiss-Prot
Q9H3Z4	0.3	Swiss-Prot
P31151	0.3	Swiss-Prot
P0C0L5	0.3	Swiss-Prot
Q30201	0.3	Swiss-Prot
P06028	0.3	Swiss-Prot
P31946	0.3	Swiss-Prot
Q92696	0.3	Swiss-Prot
Q9BXP2	0.3	Swiss-Prot
P0DP42	0.3	Swiss-Prot
Q04917	0.3	Swiss-Prot
Q9UK10	0.3	Swiss-Prot
Q13889	0.3	Swiss-Prot
Q8N7M2	0.3	Swiss-Prot
O15197	0.3	Swiss-Prot
Q96KR4	0.29	Swiss-Prot
P0DMW4	0.29	Swiss-Prot
Q8TAA3	0.29	Swiss-Prot
Q8NGU2	0.29	Swiss-Prot
Q8NDW8	0.29	Swiss-Prot
P49767	0.29	Swiss-Prot
P56749	0.29	Swiss-Prot
Q6ZV65	0.29	Swiss-Prot
P51970	0.29	Swiss-Prot
P24844	0.29	Swiss-Prot
Q92882	0.29	Swiss-Prot
P20809	0.29	Swiss-Prot
Q6PGP7	0.29	Swiss-Prot
Q9NPD5	0.29	Swiss-Prot
O75795	0.29	Swiss-Prot
P42771	0.29	Swiss-Prot
Q13822	0.29	Swiss-Prot
Q8N1F7	0.29	Swiss-Prot
Q8NAQ8	0.29	Swiss-Prot
Q8TAG5	0.29	Swiss-Prot
P14207	0.29	Swiss-Prot
O43286	0.29	Swiss-Prot
P20336	0.29	Swiss-Prot
P52741	0.29	Swiss-Prot
P04628	0.29	Swiss-Prot
P10266	0.29	Swiss-Prot
Q08828	0.29	Swiss-Prot
Q9GZV7	0.29	Swiss-Prot
P51805	0.29	Swiss-Prot
Q03591	0.29	Swiss-Prot
P10911	0.29	Swiss-Prot
Q8NGR8	0.29	Swiss-Prot
Q9H479	0.29	Swiss-Prot
P18507	0.29	Swiss-Prot
Q8IY47	0.29	Swiss-Prot
Q86UN6	0.29	Swiss-Prot
Q86SG5	0.29	Swiss-Prot
Q92979	0.29	Swiss-Prot
Q9NUP9	0.29	Swiss-Prot
Q8TE99	0.29	Swiss-Prot
Q9Y3D3	0.29	Swiss-Prot
P18084	0.29	Swiss-Prot
P47755	0.29	Swiss-Prot
Q13393	0.29	Swiss-Prot
Q96RI8	0.29	Swiss-Prot
Q9BXC0	0.29	Swiss-Prot
Q9UI33	0.29	Swiss-Prot
P54219	0.29	Swiss-Prot
Q9NUQ2	0.29	Swiss-Prot
Q9NY65	0.29	Swiss-Prot
Q9P2H3	0.29	Swiss-Prot
O95967	0.29	Swiss-Prot
Q9NVV0	0.29	Swiss-Prot
P02760	0.29	Swiss-Prot
Q9NYV6	0.29	Swiss-Prot
Q9NZD8	0.29	Swiss-Prot
P60606	0.29	Swiss-Prot
P54646	0.29	Swiss-Prot
Q14390	0.29	Swiss-Prot
P08133	0.29	Swiss-Prot
A8K7I4	0.29	Swiss-Prot
P27105	0.29	Swiss-Prot
P54855	0.29	Swiss-Prot
Q6V1P9	0.29	Swiss-Prot
Q8NGZ2	0.29	Swiss-Prot
Q99567	0.29	Swiss-Prot
Q6NX49	0.29	Swiss-Prot
Q9NWU1	0.29	Swiss-Prot
Q9C019	0.29	Swiss-Prot
Q8N4M1	0.29	Swiss-Prot
P21128	0.29	Swiss-Prot
Q9H5Z1	0.29	Swiss-Prot
Q7Z3S9	0.29	Swiss-Prot
Q9Y697	0.29	Swiss-Prot
Q3MIX3	0.29	Swiss-Prot
P0DJH9	0.29	Swiss-Prot
P56202	0.29	Swiss-Prot
P06858	0.29	Swiss-Prot
Q9NR16	0.29	Swiss-Prot
P0DPK4	0.29	Swiss-Prot
P16870	0.29	Swiss-Prot
P0DMW5	0.29	Swiss-Prot
Q8N4T4	0.29	Swiss-Prot
Q8TBY0	0.29	Swiss-Prot
P11234	0.28	Swiss-Prot
Q6UXX9	0.28	Swiss-Prot
Q93034	0.28	Swiss-Prot
Q5U649	0.28	Swiss-Prot
Q96M94	0.28	Swiss-Prot
Q9NS93	0.28	Swiss-Prot
Q9BYD6	0.28	Swiss-Prot
Q9UG01	0.28	Swiss-Prot
P61106	0.28	Swiss-Prot
P48740	0.28	Swiss-Prot
A8MUX0	0.28	Swiss-Prot
Q9UBX5	0.28	Swiss-Prot
Q93033	0.28	Swiss-Prot
P55735	0.28	Swiss-Prot
P35268	0.28	Swiss-Prot
Q7Z2W7	0.28	Swiss-Prot
Q9NUT2	0.28	Swiss-Prot
Q8NHV5	0.28	Swiss-Prot
P26717	0.28	Swiss-Prot
Q14264	0.28	Swiss-Prot
Q8IUC8	0.28	Swiss-Prot
Q9NZP5	0.28	Swiss-Prot
Q02846	0.28	Swiss-Prot
Q08554	0.28	Swiss-Prot
Q9BV44	0.28	Swiss-Prot
Q6NXN4	0.28	Swiss-Prot
Q6QNY1	0.28	Swiss-Prot
Q96EU7	0.28	Swiss-Prot
Q9NV88	0.28	Swiss-Prot
Q14168	0.28	Swiss-Prot
P48065	0.28	Swiss-Prot
P52888	0.28	Swiss-Prot
Q5HYK3	0.28	Swiss-Prot
B5MCY1	0.28	Swiss-Prot
P0DPD8	0.28	Swiss-Prot
Q96DV4	0.28	Swiss-Prot
O75716	0.28	Swiss-Prot
Q9NRX5	0.28	Swiss-Prot
Q8N584	0.28	Swiss-Prot
Q6NXG1	0.28	Swiss-Prot
Q8WWQ2	0.28	Swiss-Prot
Q8NGF4	0.28	Swiss-Prot
Q9Y6M9	0.28	Swiss-Prot
P78527	0.28	Swiss-Prot
Q9NVR7	0.28	Swiss-Prot
Q86VB7	0.28	Swiss-Prot
Q9BYJ1	0.28	Swiss-Prot
O43246	0.28	Swiss-Prot
O43598	0.28	Swiss-Prot
O43707	0.28	Swiss-Prot
Q9Y2Q0	0.28	Swiss-Prot
Q12798	0.28	Swiss-Prot
P63165	0.28	Swiss-Prot
P54289	0.28	Swiss-Prot
Q96LI5	0.28	Swiss-Prot
P25103	0.28	Swiss-Prot
P0DMM9	0.28	Swiss-Prot
P61566	0.28	Swiss-Prot
P46779	0.28	Swiss-Prot
P48059	0.28	Swiss-Prot
Q9BUR5	0.28	Swiss-Prot
Q9BZP6	0.28	Swiss-Prot
Q96TA2	0.28	Swiss-Prot
P0DMC3	0.28	Swiss-Prot
P46778	0.28	Swiss-Prot
Q5T750	0.28	Swiss-Prot
Q92911	0.28	Swiss-Prot
Q86W24	0.28	Swiss-Prot
P60608	0.28	Swiss-Prot
Q86VH4	0.28	Swiss-Prot
P14410	0.28	Swiss-Prot
Q13046	0.28	Swiss-Prot
Q07817	0.28	Swiss-Prot
Q93097	0.28	Swiss-Prot
Q9H496	0.28	Swiss-Prot
Q8TCT0	0.28	Swiss-Prot
O00624	0.28	Swiss-Prot
P10828	0.28	Swiss-Prot
O15554	0.28	Swiss-Prot
P54760	0.28	Swiss-Prot
P01574	0.28	Swiss-Prot
Q15286	0.28	Swiss-Prot
P08034	0.28	Swiss-Prot
Q9NXV2	0.28	Swiss-Prot
O75678	0.28	Swiss-Prot
P08559	0.28	Swiss-Prot
P54849	0.28	Swiss-Prot
A0A1B0GVS7	0.28	Swiss-Prot
Q9NRD9	0.28	Swiss-Prot
P0CB38	0.28	Swiss-Prot
Q75V66	0.28	Swiss-Prot
O60675	0.28	Swiss-Prot
Q9GZT6	0.28	Swiss-Prot
Q8TBC4	0.28	Swiss-Prot
Q9BXL8	0.28	Swiss-Prot
Q13535	0.28	Swiss-Prot
Q96AX2	0.28	Swiss-Prot
O75840	0.28	Swiss-Prot
P23025	0.28	Swiss-Prot
Q6UWH6	0.28	Swiss-Prot
Q52LG2	0.28	Swiss-Prot
Q5BLP8	0.28	Swiss-Prot
P0DMN0	0.28	Swiss-Prot
Q8N653	0.28	Swiss-Prot
P35558	0.27	Swiss-Prot
P29322	0.27	Swiss-Prot
Q9NTJ4	0.27	Swiss-Prot
O14628	0.27	Swiss-Prot
P51688	0.27	Swiss-Prot
Q8NGT7	0.27	Swiss-Prot
Q9H7M6	0.27	Swiss-Prot
Q3LIE5	0.27	Swiss-Prot
Q8NG75	0.27	Swiss-Prot
O60687	0.27	Swiss-Prot
Q8TEA7	0.27	Swiss-Prot
Q3SXM0	0.27	Swiss-Prot
Q13616	0.27	Swiss-Prot
Q96ND8	0.27	Swiss-Prot
O43280	0.27	Swiss-Prot
Q9Y272	0.27	Swiss-Prot
Q6ZN28	0.27	Swiss-Prot
Q6A163	0.27	Swiss-Prot
Q147U7	0.27	Swiss-Prot
O75131	0.27	Swiss-Prot
P43304	0.27	Swiss-Prot
P58418	0.27	Swiss-Prot
O95976	0.27	Swiss-Prot
Q6P1S2	0.27	Swiss-Prot
Q96S44	0.27	Swiss-Prot
Q96EE4	0.27	Swiss-Prot
Q2HXU8	0.27	Swiss-Prot
Q9BQD1	0.27	Swiss-Prot
P02748	0.27	Swiss-Prot
O75165	0.27	Swiss-Prot
Q92854	0.27	Swiss-Prot
Q8NG80	0.27	Swiss-Prot
Q6DWJ6	0.27	Swiss-Prot
P51170	0.27	Swiss-Prot
A8MX76	0.27	Swiss-Prot
O95214	0.27	Swiss-Prot
P48745	0.27	Swiss-Prot
P14543	0.27	Swiss-Prot
P04080	0.27	Swiss-Prot
Q9P2R3	0.27	Swiss-Prot
Q629K1	0.27	Swiss-Prot
Q6DKK2	0.27	Swiss-Prot
A6NC62	0.27	Swiss-Prot
A6NIU2	0.27	Swiss-Prot
P68036	0.27	Swiss-Prot
P12018	0.27	Swiss-Prot
Q9UBR2	0.27	Swiss-Prot
Q8NGN8	0.27	Swiss-Prot
O95477	0.27	Swiss-Prot
O00469	0.27	Swiss-Prot
Q7Z7B7	0.27	Swiss-Prot
P21554	0.27	Swiss-Prot
Q99963	0.27	Swiss-Prot
P23229	0.27	Swiss-Prot
Q6UWU4	0.27	Swiss-Prot
P36575	0.27	Swiss-Prot
Q8N475	0.27	Swiss-Prot
Q9NWU2	0.27	Swiss-Prot
Q9NSQ0	0.27	Swiss-Prot
Q6ZSI9	0.27	Swiss-Prot
Q6T310	0.27	Swiss-Prot
Q9NR61	0.27	Swiss-Prot
Q76B58	0.27	Swiss-Prot
Q14164	0.27	Swiss-Prot
Q5NE16	0.27	Swiss-Prot
Q06210	0.27	Swiss-Prot
P30411	0.27	Swiss-Prot
P23258	0.27	Swiss-Prot
Q15118	0.27	Swiss-Prot
Q92565	0.27	Swiss-Prot
Q9UBT3	0.27	Swiss-Prot
Q05066	0.27	Swiss-Prot
Q86W54	0.27	Swiss-Prot
Q8N3F0	0.27	Swiss-Prot
Q9GZZ1	0.27	Swiss-Prot
O95803	0.27	Swiss-Prot
Q9NYU2	0.27	Swiss-Prot
P05106	0.27	Swiss-Prot
P12735	0.27	PDB*
Q8NGN2	0.27	Swiss-Prot
Q86XX4	0.27	Swiss-Prot
P55786	0.27	Swiss-Prot
P31150	0.27	Swiss-Prot
P00540	0.27	Swiss-Prot
P0C626	0.27	Swiss-Prot
Q8N6U8	0.27	Swiss-Prot
Q13797	0.27	Swiss-Prot
P02790	0.27	Swiss-Prot
Q9BSJ2	0.27	Swiss-Prot
Q9UGM6	0.27	Swiss-Prot
Q9NRH3	0.27	Swiss-Prot
A6NLI5	0.27	Swiss-Prot
Q96MU6	0.27	Swiss-Prot
Q8WXF7	0.27	Swiss-Prot
Q5GLZ8	0.27	Swiss-Prot
A6NMU1	0.27	Swiss-Prot
Q9HB89	0.27	Swiss-Prot
P30542	0.27	Swiss-Prot
P09972	0.27	Swiss-Prot
Q15391	0.27	Swiss-Prot
P08709	0.27	Swiss-Prot
Q8N6Y2	0.27	Swiss-Prot
Q96HV5	0.27	Swiss-Prot
P25774	0.27	Swiss-Prot
Q6XLA1	0.27	Swiss-Prot
Q9UNP4	0.26	Swiss-Prot
Q16820	0.26	Swiss-Prot
Q14254	0.26	Swiss-Prot
Q9NQ50	0.26	Swiss-Prot
Q5MCW4	0.26	Swiss-Prot
Q14257	0.26	Swiss-Prot
Q7Z403	0.26	Swiss-Prot
O95980	0.26	Swiss-Prot
P68366	0.26	Swiss-Prot
O60287	0.26	Swiss-Prot
P82279	0.26	Swiss-Prot
Q969W8	0.26	Swiss-Prot
O43612	0.26	Swiss-Prot
Q8NFR9	0.26	Swiss-Prot
Q96H55	0.26	Swiss-Prot
Q9BQL6	0.26	Swiss-Prot
Q7Z6K5	0.26	Swiss-Prot
O95562	0.26	Swiss-Prot
P49888	0.26	Swiss-Prot
Q14990	0.26	Swiss-Prot
O75324	0.26	Swiss-Prot
Q5JUW0	0.26	Swiss-Prot
Q96H12	0.26	Swiss-Prot
C9J302	0.26	Swiss-Prot
Q06828	0.26	Swiss-Prot
P08311	0.26	Swiss-Prot
P05026	0.26	Swiss-Prot
Q86WK7	0.26	Swiss-Prot
Q96F44	0.26	Swiss-Prot
Q16633	0.26	Swiss-Prot
Q8WVP7	0.26	Swiss-Prot
Q9UBR5	0.26	Swiss-Prot
Q8NH53	0.26	Swiss-Prot
P13056	0.26	Swiss-Prot
Q96J65	0.26	Swiss-Prot
Q13315	0.26	Swiss-Prot
Q9H2W6	0.26	Swiss-Prot
Q5VT99	0.26	Swiss-Prot
Q9Y262	0.26	Swiss-Prot
Q5MJ70	0.26	Swiss-Prot
Q8TB73	0.26	Swiss-Prot
P14222	0.26	Swiss-Prot
O76002	0.26	Swiss-Prot
Q8NFV5	0.26	Swiss-Prot
Q7Z4H3	0.26	Swiss-Prot
P42681	0.26	Swiss-Prot
Q9H1D0	0.26	Swiss-Prot
P34896	0.26	Swiss-Prot
Q9UL01	0.26	Swiss-Prot
Q5EBM0	0.26	Swiss-Prot
P50395	0.26	Swiss-Prot
Q9NY99	0.26	Swiss-Prot
Q9H8X2	0.26	Swiss-Prot
P42639	0.26	PDB*
Q96HP4	0.26	Swiss-Prot
A0A1B0GVN3	0.26	Swiss-Prot
Q8NF67	0.26	Swiss-Prot
Q8NGE0	0.26	Swiss-Prot
Q8NAN2	0.26	Swiss-Prot
A0A087WV53	0.26	Swiss-Prot
Q8NH81	0.26	Swiss-Prot
Q9H115	0.26	Swiss-Prot
O75379	0.26	Swiss-Prot
O14531	0.26	Swiss-Prot
Q8NEZ3	0.26	Swiss-Prot
Q99650	0.26	Swiss-Prot
Q05329	0.26	Swiss-Prot
Q9NYW3	0.26	Swiss-Prot
P11049	0.26	Swiss-Prot
Q9Y5Y3	0.26	Swiss-Prot
Q9Y371	0.26	Swiss-Prot
P17655	0.26	Swiss-Prot
P98073	0.26	Swiss-Prot
Q6NTF7	0.26	Swiss-Prot
P26678	0.26	Swiss-Prot
Q8NGP9	0.26	Swiss-Prot
P0DP58	0.26	Swiss-Prot
Q8IZS8	0.26	Swiss-Prot
P55263	0.26	Swiss-Prot
P23560	0.26	Swiss-Prot
Q8IVV2	0.26	Swiss-Prot
Q05639	0.26	Swiss-Prot
Q9NRG0	0.26	Swiss-Prot
Q13488	0.26	Swiss-Prot
Q96E11	0.26	Swiss-Prot
Q16270	0.26	Swiss-Prot
Q8TE23	0.26	Swiss-Prot
Q9H598	0.26	Swiss-Prot
Q5T197	0.26	Swiss-Prot
Q8N3J5	0.26	Swiss-Prot
Q14574	0.26	Swiss-Prot
Q8N6G1	0.26	Swiss-Prot
Q7L5Y9	0.26	Swiss-Prot
O75800	0.26	Swiss-Prot
Q07507	0.26	Swiss-Prot
Q12901	0.26	Swiss-Prot
O75344	0.26	Swiss-Prot
Q96CC6	0.26	Swiss-Prot
Q96MZ4	0.26	Swiss-Prot
Q9UQ52	0.26	Swiss-Prot
Q9GZK6	0.26	Swiss-Prot
Q8N608	0.26	Swiss-Prot
Q8N386	0.26	Swiss-Prot
O43739	0.26	Swiss-Prot
Q96PU9	0.26	Swiss-Prot
Q8NEZ2	0.26	Swiss-Prot
P12532	0.26	Swiss-Prot
P20340	0.26	Swiss-Prot
Q86YQ8	0.25	Swiss-Prot
Q9H7F0	0.25	Swiss-Prot
Q9UBY5	0.25	Swiss-Prot
Q96NS5	0.25	Swiss-Prot
Q9NYW7	0.25	Swiss-Prot
P52943	0.25	Swiss-Prot
O43704	0.25	Swiss-Prot
P46736	0.25	Swiss-Prot
Q53H47	0.25	Swiss-Prot
P35609	0.25	Swiss-Prot
Q8N8D7	0.25	Swiss-Prot
Q9BPX5	0.25	Swiss-Prot
Q9BWS9	0.25	Swiss-Prot
Q9NVE7	0.25	Swiss-Prot
Q92564	0.25	Swiss-Prot
Q3ZCX4	0.25	Swiss-Prot
P15538	0.25	Swiss-Prot
Q9BTE0	0.25	Swiss-Prot
P29803	0.25	Swiss-Prot
Q8IW40	0.25	Swiss-Prot
P0C7P3	0.25	Swiss-Prot
Q15084	0.25	Swiss-Prot
P07099	0.25	Swiss-Prot
H0Y7S4	0.25	Swiss-Prot
Q96KP1	0.25	Swiss-Prot
A6NF36	0.25	Swiss-Prot
Q9NZ08	0.25	Swiss-Prot
Q9BR61	0.25	Swiss-Prot
O75689	0.25	Swiss-Prot
Q969D9	0.25	Swiss-Prot
P15421	0.25	Swiss-Prot
Q96RD9	0.25	Swiss-Prot
Q9NYK1	0.25	Swiss-Prot
Q99805	0.25	Swiss-Prot
Q9UKR0	0.25	Swiss-Prot
O00481	0.25	Swiss-Prot
O43895	0.25	Swiss-Prot
Q9BVV7	0.25	Swiss-Prot
O96000	0.25	Swiss-Prot
Q8NGP4	0.25	Swiss-Prot
P62910	0.25	Swiss-Prot
O00762	0.25	Swiss-Prot
P0DMS8	0.25	Swiss-Prot
P0CJ76	0.25	Swiss-Prot
Q8NGY6	0.25	Swiss-Prot
O15294	0.25	Swiss-Prot
Q08722	0.25	Swiss-Prot
P47881	0.25	Swiss-Prot
B2CW77	0.25	Swiss-Prot
Q92633	0.25	Swiss-Prot
P05156	0.25	Swiss-Prot
Q6P9A2	0.25	Swiss-Prot
A8MT66	0.25	Swiss-Prot
P11233	0.25	Swiss-Prot
P02679	0.25	Swiss-Prot
Q8WWM9	0.25	Swiss-Prot
O00110	0.25	Swiss-Prot
Q6ZQV5	0.25	Swiss-Prot
Q8NI28	0.25	Swiss-Prot
Q96JJ3	0.25	Swiss-Prot
Q6A162	0.25	Swiss-Prot
Q9BXR6	0.25	Swiss-Prot
P30954	0.25	Swiss-Prot
Q9UKT5	0.25	Swiss-Prot
Q6IFH4	0.25	Swiss-Prot
Q6UWW0	0.25	Swiss-Prot
O75347	0.25	Swiss-Prot
Q8IUC3	0.25	Swiss-Prot
O75342	0.25	Swiss-Prot
Q9HAC7	0.25	Swiss-Prot
P08236	0.25	Swiss-Prot
A8MPY1	0.25	Swiss-Prot
Q5T6X5	0.25	Swiss-Prot
P16435	0.25	Swiss-Prot
Q96RB7	0.25	Swiss-Prot
Q3LI83	0.25	Swiss-Prot
P03928	0.25	Swiss-Prot
Q6AZZ1	0.25	Swiss-Prot
Q9HD45	0.25	Swiss-Prot
Q49AR2	0.25	Swiss-Prot
Q10469	0.25	Swiss-Prot
P56703	0.25	Swiss-Prot
Q00888	0.25	Swiss-Prot
P62491	0.25	Swiss-Prot
Q96PG2	0.25	Swiss-Prot
Q8WTZ3	0.25	Swiss-Prot
Q96PB7	0.25	Swiss-Prot
Q07020	0.25	Swiss-Prot
Q8IWA4	0.25	Swiss-Prot
O75694	0.25	Swiss-Prot
Q9H340	0.25	Swiss-Prot
O43819	0.25	Swiss-Prot
Q14117	0.25	Swiss-Prot
Q9NWR8	0.25	Swiss-Prot
B1AMM8	0.25	Swiss-Prot
P22794	0.25	Swiss-Prot
P15586	0.25	Swiss-Prot
P49327	0.25	Swiss-Prot
Q04446	0.25	Swiss-Prot
P03923	0.25	Swiss-Prot
Q99680	0.25	Swiss-Prot
Q5JTJ3	0.25	Swiss-Prot
Q8IYU8	0.25	Swiss-Prot
P12694	0.25	Swiss-Prot
Q8IZY2	0.25	Swiss-Prot
Q9NXW9	0.25	Swiss-Prot
Q9NTJ5	0.25	Swiss-Prot
P00966	0.25	Swiss-Prot
O60882	0.25	Swiss-Prot
Q9BZA5	0.25	Swiss-Prot
Q86UT6	0.25	Swiss-Prot
Q96S86	0.25	Swiss-Prot
P14921	0.25	Swiss-Prot
Q5T7M9	0.25	Swiss-Prot
Q96PN6	0.25	Swiss-Prot
Q8WV19	0.25	Swiss-Prot
P33121	0.25	Swiss-Prot
Q8NH43	0.24	Swiss-Prot
Q9BRR3	0.24	Swiss-Prot
P12081	0.24	Swiss-Prot
A6NGJ6	0.24	Swiss-Prot
P23396	0.24	Swiss-Prot
Q9BTY2	0.24	Swiss-Prot
Q2NL67	0.24	Swiss-Prot
Q9UDY8	0.24	Swiss-Prot
Q9H2U2	0.24	Swiss-Prot
Q13113	0.24	Swiss-Prot
Q9UJX4	0.24	Swiss-Prot
Q8N6C5	0.24	Swiss-Prot
Q15006	0.24	Swiss-Prot
Q8NGG5	0.24	Swiss-Prot
Q8NGZ4	0.24	Swiss-Prot
Q8TCF1	0.24	Swiss-Prot
P52565	0.24	Swiss-Prot
Q8TE54	0.24	Swiss-Prot
Q96HT8	0.24	Swiss-Prot
O43869	0.24	Swiss-Prot
P14373	0.24	Swiss-Prot
Q16877	0.24	Swiss-Prot
Q9NP55	0.24	Swiss-Prot
P09960	0.24	Swiss-Prot
P49356	0.24	Swiss-Prot
Q9Y6Y0	0.24	Swiss-Prot
Q16518	0.24	Swiss-Prot
Q6TCH7	0.24	Swiss-Prot
P54819	0.24	Swiss-Prot
P62258	0.24	Swiss-Prot
P17706	0.24	Swiss-Prot
Q96GX9	0.24	Swiss-Prot
Q9NV35	0.24	Swiss-Prot
Q695T7	0.24	Swiss-Prot
Q9H7H0	0.24	Swiss-Prot
Q15814	0.24	Swiss-Prot
Q96QV1	0.24	Swiss-Prot
P13612	0.24	Swiss-Prot
Q86W28	0.24	Swiss-Prot
P48357	0.24	Swiss-Prot
Q5T3U5	0.24	Swiss-Prot
Q8NGB8	0.24	Swiss-Prot
P26439	0.24	Swiss-Prot
Q4LEZ3	0.24	Swiss-Prot
Q5T4B2	0.24	Swiss-Prot
Q96KH6	0.24	Swiss-Prot
P54762	0.24	Swiss-Prot
Q6ZR85	0.24	Swiss-Prot
P11168	0.24	Swiss-Prot
O43252	0.24	Swiss-Prot
Q8WXG1	0.24	Swiss-Prot
Q96JX3	0.24	Swiss-Prot
O14579	0.24	Swiss-Prot
P47893	0.24	Swiss-Prot
P05023	0.24	Swiss-Prot
Q96HU8	0.24	Swiss-Prot
Q9NYK5	0.24	Swiss-Prot
Q8NGJ1	0.24	Swiss-Prot
Q9NYW1	0.24	Swiss-Prot
Q9Y5X5	0.24	Swiss-Prot
O95185	0.24	Swiss-Prot
P27707	0.24	Swiss-Prot
O00187	0.24	Swiss-Prot
Q9UBS4	0.24	Swiss-Prot
Q8IUA0	0.24	Swiss-Prot
Q9HBE4	0.24	Swiss-Prot
Q8NGW1	0.24	Swiss-Prot
Q3V5L5	0.24	Swiss-Prot
O14744	0.24	Swiss-Prot
Q8NGQ5	0.24	Swiss-Prot
P25116	0.24	Swiss-Prot
Q8N2E2	0.24	Swiss-Prot
P00367	0.24	Swiss-Prot
Q15040	0.24	Swiss-Prot
P78406	0.24	Swiss-Prot
Q8N8L6	0.24	Swiss-Prot
Q6MZW2	0.24	Swiss-Prot
Q8NGX2	0.24	Swiss-Prot
Q8N3F9	0.24	Swiss-Prot
P23975	0.24	Swiss-Prot
Q8IX95	0.24	Swiss-Prot
P42338	0.24	Swiss-Prot
P50990	0.24	Swiss-Prot
Q8NG95	0.24	Swiss-Prot
P62979	0.24	Swiss-Prot
Q86VP6	0.24	Swiss-Prot
Q9HBG4	0.24	Swiss-Prot
P78380	0.24	Swiss-Prot
Q8N7B1	0.24	Swiss-Prot
O15243	0.24	Swiss-Prot
Q6P4A8	0.24	Swiss-Prot
A6NI03	0.24	Swiss-Prot
Q15208	0.24	Swiss-Prot
Q8TBJ5	0.24	Swiss-Prot
Q8WUD1	0.24	Swiss-Prot
O43766	0.24	Swiss-Prot
P16333	0.24	Swiss-Prot
Q9HAW9	0.24	Swiss-Prot
O60931	0.24	Swiss-Prot
Q3ZAQ7	0.24	Swiss-Prot
Q6Q6R5	0.24	Swiss-Prot
Q16619	0.24	Swiss-Prot
Q5VVB8	0.24	Swiss-Prot
Q9H1K1	0.24	Swiss-Prot
Q9ULV1	0.24	Swiss-Prot
Q8N9L7	0.24	Swiss-Prot
Q5JRS4	0.24	Swiss-Prot
A6NF89	0.24	Swiss-Prot
